product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
pearl-earrings-pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way 10mm Oval Earrings - White Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)",In stock,DC16E02WPO10,4160,2018,pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way,FALSE,White gold,Earrings,Oval
pearl-earrings-pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way Diamond Earrings 10mm Oval - Yellow Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)",In stock,DC16E05YPO10,5760,2018,pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way Diamond Earrings 12mm Oval - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct). Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).",In stock,DC16E05WPO12,6260,2018,pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way,FALSE,White gold,Earrings,Oval
pearl-earrings-pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way Pave Earrings 13mm Round - White Gold,"Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)",In stock,DC16E06WPR13,11960,2018,pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way,FALSE,White gold,Earrings,Round
pearl-earrings-rockpool-clam-shell-earrings-white-gold,Rockpool Clam Shell Earrings - White Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl. These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,DC16E06WX17AE11,14560,2018,rockpool-clam-shell-earrings-white-gold,Rockpool,TRUE,White gold,Earrings,Mother of pearl
pearl-earrings-rockpool-clam-shell-earrings-yellow-gold,Rockpool Clam Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl. These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,DC16E06YX17AE11,14560,2018,rockpool-clam-shell-earrings-yellow-gold,Rockpool,TRUE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,"Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with and two white diamonds (0.37ct). These earrings feature exceptionally rare keshi pearls – of which only a small quantity is discovered each year. As an added touch, these triple keshi pearl studs also boast a rare trillion cut diamond at the centre.

    	
		Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with and two white diamonds (0.37ct).",In stock,X17E13PKQ06,8880,2018,rockpool-cluster-earrings-platinum,Rockpool,TRUE,Platinum,Earrings,Unsure
pearl-earrings-rockpool-paraiba-earrings-platinum,Rockpool Paraiba Earrings - Platinum,"Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct). At the centre of these earrings is one of the rarest gemstones on the planet, surounded by beautiful pearl each set with the ability to quiver and rest softly on the body.

    	
		Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).",Out of stock,X17E12PKQ09,68800,2018,rockpool-paraiba-earrings-platinum,Rockpool,TRUE,Platinum,Earrings,Unsure
pearl-earrings-rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct). These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).",Out of stock,X17E10WPR12,29800,2018,rockpool-pave-shell-earrings-white-gold,Rockpool,FALSE,White gold,Earrings,Round
pearl-earrings-rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct). These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).",Out of stock,X17E10YPR12,29800,2018,rockpool-pave-shell-earrings-yellow-gold,Rockpool,FALSE,Yellow gold,Earrings,Round
pearl-earrings-round-pearl-studs-9mm,Round Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold. The perfect pair. Wear your Paspaley Round pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.",In stock,C00E40YPR09,2380,2018,round-pearl-studs-9mm,Other,FALSE,Yellow gold,Earrings,Round
pearl-earrings-shepherd-hook-earrings-circle-white-gold,Shepherd Hook Earrings Circle - White Gold,"Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold. Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.",In stock,C18E42WPC11,1580,2018,shepherd-hook-earrings-circle-white-gold,Other,FALSE,White gold,Earrings,Unsure
pearl-earrings-shepherd-hook-earrings-circle-yellow-gold,Shepherd Hook Earrings Circle - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold. Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.",In stock,C18E42YPC11,1580,2018,shepherd-hook-earrings-circle-yellow-gold,Other,FALSE,Yellow gold,Earrings,Unsure
pearl-earrings-shepherd-hook-earrings-oval-white-gold,Shepherd Hook Earrings Oval - White Gold,"Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold. This contemporary style features two oval pearls set in white gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.",In stock,C18E42WPO11,2980,2018,shepherd-hook-earrings-oval-white-gold,Other,FALSE,White gold,Earrings,Oval
pearl-earrings-shepherd-hook-earrings-oval-yellow-gold,Shepherd Hook Earrings Oval - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold. This contemporary style features two oval pearls set in yellow gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.",In stock,C18E42YPO11,2980,2018,shepherd-hook-earrings-oval-yellow-gold,Other,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-touchstone-black-diamond-earrings-white-gold,Touchstone Black Diamond Earrings - White Gold,"Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct). The perfect gift for yourself or someone special, the Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).",In stock,V16E02WPO11,6280,2018,touchstone-black-diamond-earrings-white-gold,Touchstone,FALSE,White gold,Earrings,Oval
pearl-earrings-touchstone-ruby-earrings-yellow-gold,Touchstone Ruby Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct). These drop earrings combine perfectly-matched Paspaley pearls with rich red rubies and white diamonds.

    	
		Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).",Out of stock,V14E02YPT12,4980,2018,touchstone-ruby-earrings-yellow-gold,Touchstone,FALSE,Yellow gold,Earrings,Triangle
pearl-necklaces-baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,"Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately. This Paspaley pearl swap captures the organic appeal of a baroque pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.",In stock,C00L01WPQ13,2280,2018,baroque-pearl-swap-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-bella-pendant-white-gold,Bella Pendant - White Gold,"Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately. A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.",In stock,C00P04WPS13,3280,2018,bella-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-bella-pendant-yellow-gold,Bella Pendant - Yellow Gold,"Paspaley pendant featuring a 13mm round pearl set in 18kt yellow gold. Chain sold separately. A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm round pearl set in 18kt yellow gold. Chain sold separately.",Out of stock,C00P04YPR13,3750,2018,bella-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-circle-bella-petite-pendant-white-gold,Circlé Bella Petite Pendant - White Gold,"Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately. A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.",In stock,C00P05WPC11,880,2018,circle-bella-petite-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-circle-bella-petite-pendant-yellow-gold,Circlé Bella Petite Pendant - Yellow Gold,"Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately. A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.",In stock,C00P05YPC11,880,2018,circle-bella-petite-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-diamond-touchstone-pendant-13mm-oval-yellow-gold,Diamond Touchstone Pendant 13mm Oval - Yellow Gold,"Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately. Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.",In stock,DC18P04YPO13,5160,2018,diamond-touchstone-pendant-13mm-oval-yellow-gold,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Oval
pearl-necklaces-grace-pendant-rose-gold,Grace Pendant - Rose Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28RPR12,4780,2018,grace-pendant-rose-gold,Other,FALSE,Rose gold,Necklaces And Pendants,Round
pearl-necklaces-grace-pendant-white-gold,Grace Pendant - White Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28WPR12,4780,2018,grace-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-grace-pendant-yellow-gold,Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl complemented by a single sparkling diamond creates a distinctive touch of glamour for a simply elegant look.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28YPR12,4780,2018,grace-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-large-grace-pendant-white-gold,Large Grace Pendant - White Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28WPR14,5780,2018,large-grace-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-large-grace-pendant-yellow-gold,Large Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28YPR14,5780,2018,large-grace-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-lavalier-circle-rose-gold,Lavalier Circlé - Rose Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH16N01RC,5160,2018,lavalier-circle-rose-gold,Lavalier,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-circle-white-gold,Lavalier Circlé - White Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH13N01W83C,5160,2018,lavalier-circle-white-gold,Lavalier,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-circle-yellow-gold,Lavalier Circlé - Yellow Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH13N01Y83C,5160,2018,lavalier-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-opal-hero-rose-gold,Lavalier Opal Hero - Rose Gold,"Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (0.90ct), and one 6mm keshi pearl. Length is adjustable (42-85cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice. This Lavalier net combines beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.

    	
		Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (0.90ct), and one 6mm keshi pearl. Length is adjustable (42-85cm).",Out of stock,DH15N30RH,25600,2018,lavalier-opal-hero-rose-gold,Lavalier,TRUE,Rose gold,Necklaces And Pendants,Round
pearl-necklaces-lavalier-petite-circle-white-gold,Lavalier Petite Circlé - White Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18kt white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm).",In stock,DH14N20WC,3860,2018,lavalier-petite-circle-white-gold,Lavalier,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-petite-circle-yellow-gold,Lavalier Petite Circlé - Yellow Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm).",In stock,DH14N20YC,3860,2018,lavalier-petite-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-petite-diamond-rose-gold,Lavalier Petite Diamond - Rose Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm). This signature design features a precious circlé pearl entwined in fine rose gold mesh and white diamonds.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm).",Out of stock,DH17N21RC,8960,2018,lavalier-petite-diamond-rose-gold,Lavalier,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-maxima-black-necklet-white-gold,Maxima Black Necklet - White Gold,"Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct). The Maxima necklet features striking black mother-of-pearl, with flashes of pink and green surrounded by a delicate trim of diamonds.

    	
		Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct).",In stock,W17N01W,3880,2018,maxima-black-necklet-white-gold,Maxima,FALSE,White gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-maxima-black-rope-necklace-white-gold,Maxima Black Rope Necklace - White Gold,"Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold. Designed to mimic the ocean, this modern necklace features black mother-of-pearl, hand-carved into droplet shapes, capturing movement and light.

    	
		Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold.",Out of stock,W17N02WPR11,59800,2018,maxima-black-rope-necklace-white-gold,Maxima,FALSE,White gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-maxima-chain-necklace-rose-gold,Maxima Chain Necklace – Rose Gold,"Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold. The perfect layering piece, this beautiful rose gold chain is adorned with iridescent opals with sparkling diamonds.

    	
		Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold.",In stock,W18N05R,17800,2018,maxima-chain-necklace-rose-gold,Maxima,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-maxima-necklet-rose-gold,Maxima Necklet – Rose Gold,"Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold. Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of opal floating delicately on the wearer.

    	
		Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold.",In stock,W18N06R,3980,2018,maxima-necklet-rose-gold,Maxima,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-maxima-necklet-yellow-gold,Maxima Necklet - Yellow Gold,"Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct). Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of mother-of-pearl floating delicately on the wearer.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct).",In stock,W15N01Y,1780,2018,maxima-necklet-yellow-gold,Maxima,FALSE,Yellow gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-maxima-pearl-rope-necklace-yellow-gold,Maxima Pearl Rope Necklace - Yellow Gold,"Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct). Designed to mimic the ocean, this modern necklace features mother-of-pearl, hand-carved into droplet shapes, capturing movement and light. Nine perfectly round Paspaley pearls add a further glow to this unqiue design.

    	
		Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct).",Out of stock,W15N11YPR12,34800,2018,maxima-pearl-rope-necklace-yellow-gold,Maxima,FALSE,Yellow gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-maxima-rope-necklace-rose-gold,Maxima Rope Necklace – Rose Gold,"Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold. Yours to wear draped, doubled or layered. This highly versatile rope necklace features iridescent opal, rose gold and sparkling diamonds.

    	
		Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold.",Out of stock,W18N07R,36800,2018,maxima-rope-necklace-rose-gold,Maxima,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-maxima-rope-necklace-yellow-gold,Maxima Rope Necklace - Yellow Gold,"Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct). Yours to wear draped, doubled or layered. This highly versatile rope necklace features lustrous mother-of-pearl.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct).",In stock,W15N02Y,9980,2018,maxima-rope-necklace-yellow-gold,Maxima,FALSE,Yellow gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-maxima-single-pearl-necklace-white-gold,Maxima Single Pearl Necklace - White Gold,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats. One round Australian South Sea pearl is suspended from this white gold necklace, each hand crafted piece of mother-of-pearl seemingly floating on the wearer.

    	
		Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.",In stock,W15N07WPR15,22800,2018,maxima-single-pearl-necklace-white-gold,Maxima,FALSE,White gold,Necklaces And Pendants,Mother of pearl
pearl-necklaces-monsoon-budding-flower-pendant-white-gold,Monsoon Budding Flower Pendant - White Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct). This pendant takes inspiration from the native wildflowers of northern Australia. It showcases the gradual progression of bloom, with rich green tsavorites and sparkling diamonds.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct).",Out of stock,Y18P06WPO12,16800,2018,monsoon-budding-flower-pendant-white-gold,Monsoon,FALSE,White gold,Necklaces And Pendants,Oval
pearl-necklaces-monsoon-budding-flower-pendant-yellow-gold,Monsoon Budding Flower Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct). This pendant showcases the gradual progression of a wildflower in bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct).",Out of stock,Y18P07YPO12,35800,2018,monsoon-budding-flower-pendant-yellow-gold,Monsoon,FALSE,Yellow gold,Necklaces And Pendants,Oval
pearl-necklaces-monsoon-large-cicada-pendant-white-gold,Monsoon Large Cicada Pendant - White Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct). Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,Y18P30WPO16,32800,2018,monsoon-large-cicada-pendant-white-gold,Monsoon,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-monsoon-large-cicada-pendant-yellow-gold,Monsoon Large Cicada Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct). Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,Y18P30YPO16,32800,2018,monsoon-large-cicada-pendant-yellow-gold,Monsoon,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-monsoon-petal-pendant-necklace-yellow-gold,Monsoon Petal Pendant Necklace - Yellow Gold,"Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms. Embodying the evolution of nature after monsoonal rains, this delicate petal pendant sparkles with diamonds. Each one is specially handcrafted to house a keshi pearl inside.
                                            
                                            
                                                Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms.",In stock,Y18N04YKQ10,7680,2018,monsoon-petal-pendant-necklace-yellow-gold,Monsoon,TRUE,Yellow gold,Necklaces And Pendants,Unsure
